 Samples,?,?,?,?,?,?,?,?,?,?,?,?,A1BG,A1CF,GGACT,A2M,A4GALT,AAAS,AACS,AADAC,AADAT,AAGAB,AAK1,AAMP,AARS,AARS2,AARSD1,AASDH,AASDHPPT,AASS,AATF,AATK,ABAT,ABCA10,ABCA1,ABCA11P,ABCA13,ABCA17P,ABCA2,ABCA3,ABCA4,ABCA5,ABCA6,ABCA7,ABCA8,ABCA9,ABCB10,ABCB11,ABCB1,ABCB4,ABCB6,ABCB7,ABCB8,ABCB9,ABCC10,ABCC11,ABCC1,ABCC2,ABCC3,ABCC4,ABCC5,ABCC6,ABCC6P1,ABCC6P2,ABCC9,ABCD1,ABCD2,ABCD3,ABCD4,ABCE1,ABCF1,ABCF2,ABCF3,ABCG1,ABCG2,ABCG4,ABCG5,ABCG8,ABHD10,ABHD11,ABHD12,ABHD12B,ABHD13,ABHD14A,ABHD14B,ABHD15,ABHD1,ABHD2,ABHD3,ABHD4,ABHD5,ABHD6,ABHD8,ABI1,ABI2,ABI3,ABI3BP,ABL1,ABL2,ABLIM1,ABLIM2,ABLIM3,AOC1,ABR,ABT1,ABTB1,ABTB2,ACAA1,ACAA2,ACACA,ACACB,ACAD10,ACAD11,ACAD8,ACAD9,ACADL,ACADM,ACADS,ACADSB,ACADVL,ACAN,ACAP1,ACAP2,ACAP3,ACAT1,ACAT2,ACBD3,ACBD4,ACBD5,ACBD6,ACBD7,ASIC1,ASIC3,ACCS,ACD,ACE,ACE2,ACER2,ACER3,ACHE,ACIN1,ACLY,ACMSD,ACN9,ACO1,ACO2,ACOT11,ACOT12,ACOT13,ACOT1,ACOT2,ACOT4,ACOT6,ACOT7,ACOT8,ACOT9,ACOX1,ACOX2,ACOX3,ACP1,ACP2,ACP5,ACP6,PXYLP1,ACR,ACRBP,ACRC,ACSBG1,ACSF2,ACSF3,ACSL1,ACSL3,ACSL4,ACSL5,ACSL6,ACSM1,ACSM2A,ACSM2B,ACSM3,ACSM5,ACSS1,ACSS2,ACSS3,ACTA1,ACTA2,ACTB,ACTG1,ACTG2,ACTL6A,ACTN1,ACTN2,ACTN4,ACTR10,ACTR1A,ACTR1B,ACTR2,ACTR3,ACTR3B,ACTR3C,ACTR5,ACTR6,ACTR8,ACVR1,ACVR1B,ACVR1C,ACVR2A,ACVR2B,ACVRL1,ACY1,ACY3,ACYP1,ACYP2,ADA,ADAL,ADAM10,ADAM11,ADAM12,ADAM15,ADAM17,ADAM19,ADAM21,ADAM22,ADAM23,ADAM28,ADAM33,ADAM6,ADAM8,ADAM9,ADAMDEC1,ADAMTS10,ADAMTS12,ADAMTS13,ADAMTS14,ADAMTS15,ADAMTS16,ADAMTS17,ADAMTS1,ADAMTS2,ADAMTS3,ADAMTS4,ADAMTS5,ADAMTS6,ADAMTS7,ADAMTS8,ADAMTS9,ADAMTSL1,ADAMTSL2,ADAMTSL3,ADAMTSL4,ADAMTSL5,ADAP1,ADAP2,ADAR,ADARB1,ADAT1,ADAT2,ADAT3,AZIN2,ADCK1,ADCK2,ADCK4,ADCK5,ADCY10,ADCY1,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY9,ADD1,ADD2,ADD3,ADH1A,ADH1B,ADH1C,ADH4,ADH5,ADH6,ADHFE1,ADI1,ADIPOR1,ADIPOR2,ADK,ADM,ADM2,ADNP2,ADNP,ADO,ADORA1,ADORA2A,ADORA2B,ADORA3,ADPGK,ADPRH,ADPRHL1,ADPRHL2,ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1,ADRB2,ADRBK1,ADRBK2,ADRM1,ADSL,ADSS,ADSSL1,AEBP1,AEBP2,AEN,AES,AFAP1,AFAP1L1,AFAP1L2,AKR7A2P1,AFF1,AFF3,AFF4,AFG3L1P,AFG3L2,AFM,AFMID,AFP,AFTPH,AGR2___C11orf96,AGA,AGAP11,AGAP1,AGAP2,AGAP3,AGAP4,AGAP5,AGAP6,AGAP7P,AGAP4,AGBL2,AGBL3,AGBL5,AGER,AGFG1,AGFG2,AGGF1,AGK,AGL,AGMAT,AGPAT1,AGPAT2,AGPAT3,AGPAT4,AGPAT5,AGPAT6,AGPAT9,HYKK,AGPS,AGRN,AGT,AGTPBP1,AGTR1,AGTRAP,AGXT,AGXT2
TCGA.2V.A95S.01,1.5051,3.7074,90.1124,1017.1038,141.3911,3.9094,89.9169,456.1003,1.3031,791.6599,1285.5514,20.1987,22282.261,583.1569,374.8493,286319.1855,80.1433,1031.4383,557.094,1363.74,24.7597,1067.9264,689.3631,3206.3854,7023.2937,340.1205,847.6951,143.9974,1224.3036,47.5647,1541.6192,61.2478,1534.4519,154.4225,1150.0244,64.9813,0,1.3031,1677.7977,92.5232,108.8125,1218.4395,526.4701,482.8148,3.9094,228.0502,716.7291,0.6516,2057.6641,160.2867,1695.6247,338.8174,1146.7666,86.6786,404.6262,20.8503,220.8829,3031.7641,3117.1201,61.8993,260.6288,1364.3916,191.5621,213.064,49.5195,1967.7472,23.4566,2556.7682,619.6449,1581.365,1794.4291,949.3403,1093.9892,811.207,131.6175,1.3031,729.7605,430.0375,482.8148,306.2388,2363.9029,0,426.7796,223.4892,2139.1106,321.225,0.6516,4807.2976,2706.6297,854.8624,463.9192,207.8514,445.0236,1251.8977,658.0876,426.128,43.0037,980.6157,582.5053,1555.3022,76.8855,1260.7917,15.6377,542.7594,888.0925,800.7819,65.1572,2840.202,5642.6128,1260.7917,509.5292,667.2096,422.8702,381.8211,917.3611,2.6063,1812.6731,1318.7816,858.7718,16179.8273,30.6239,808.6007,656.1329,980.3095,3133.4094,1532.2235,1321.3878,350.5457,2191.8879,564.9129,3.2579,7.8189,14.9862,490.6337,460.6613,183.7433,4.561,5.2126,132.9207,35.8365,2239.4527,2279.8501,652.2235,208.503,1913.0151,2401.2771,9.122,79.4918,1686.1964,611.1745,378.5633,414.3997,3.9094,1118.749,523.0754,612.4776,3515.8821,215.0187,447.6299,1986.6428,2269.425,2883.8573,288.6464,98.3874,0,16.9409,38.4427,0,750.6108,506.923,6464.245,2489.0047,41804.8542,3475.4846,14.9862,912.8523,239.1269,334.908,51.7544,33.8817,865.9391,1899.3321,198.7294,5.8641,2687.4344,76106.2062,53254.2759,118.5861,512.7871,2582.8311,3.2579,5517.3937,1112.2333,2633.0021,1125.9163,4164.8477,3416.8431,171.3634,32.5786,153.771,1069.8811,307.5419,602.704,1729.2719,33.2302,349.8941,179.1823,229.3533,2903.4045,121.1924,121.8439,211.7609,159.6351,85.3559,673.0738,1.9547,33.2302,4228.7604,186.3496,372.6991,0.6516,2.6063,3.9094,67.7635,5.2126,42689.7475,410.4903,1014.4975,423.5217,18.244,0.6516,118.5861,20.1987,0,18.8956,5.8641,399.4136,22.805,152.4678,253.4615,82.0981,26.0629,52.7773,2.6063,192.2137,28.6692,82.0981,76.2339,115.9798,196.7747,360.847,247.5973,11052.6144,145.3005,76.2339,161.5898,119.2377,33.8817,200.0326,632.0248,729.109,512.1355,97.7358,7.8189,192.8197,121.8439,5.8641,1589.8355,387.6853,462.6161,3132.7578,11.0767,534.289,6217.9182,2279.8501,295.8137,74.2792,4326.4375,888.0925,239.7785,4471.7381,2883.8573,1329.2067,180.4854,304.2841,675.6801,448.9331,812.5102,481.5116,9.122,225.8218,8.4704,56.6868,867.1315,319.9218,31.2755,1155.237,3.9094,5.8641,4.561,41.7006,12.3799,86.6591,7.8189,30.6239,3300.8633,235.2175,4609.8713,974.7516,1128.5226,41.049,1187.8156,219.5797,963.0233,7723.0819,170.6141,72.3245,58.6415,0.6516,1049.0308,239.7785,1738.3939,383.7759,1379.6253,802.7366,1251.6697,3470.9236,1643.9159,194.82,1490.7965,3.9094,554.4877,222.6421,1797.6869,229.3533,16.2893,189.6074,18.8956,22.1534,28.6692,34.5333,211.7739,92.5232,1069.2295,2125.4276,704.3492,450.8878,503.0135,846.3919,1417.9573,2358.0388,1674.5398,170.0603,1405.4406,1528.5877,1052.2886,28.0176,1096.5955,8486.7242,5024.9226,170.0603,2395.1784,862.0296,2741.8146,2.6063
TCGA.2Y.A9GS.01,26.412,2.6663,71.0054,639.2311,122.7206,1.9714,336.619,894.5293,19.7141,536.7176,1281.4194,27.5998,22641.9271,1572.6959,98.6249,31168.4524,162.6417,902.415,430.2612,10364.7117,155.7417,1057.6639,541.1533,3147.3632,8494.825,681.0695,884.6723,159.1917,976.343,449.4825,2001.9714,16.757,11219.8127,21.6856,1248.3588,22.1735,18.2356,1.9714,1125.1848,73.928,49.7782,1078.3637,2780.6801,207.4914,804.83,87.7279,899.4579,2330.2119,2697.3879,3971.4145,1896.8359,757.516,1333.6619,165.6235,350.4189,392.3115,436.6683,4700.345,9745.6875,305.5692,707.7378,3635.2883,414.4899,169.5416,107.9349,671.2666,1.9714,3377.033,910.3006,1069.9852,2678.1666,1275.5052,1518.482,101.5278,1380.9759,0,1526.8605,1653.031,667.8167,560.8674,1602.2671,6.4071,248.8911,571.2173,3370.1331,338.0976,71.4638,17022.6713,851.1582,1343.519,697.8807,763.4303,760.4731,1550.2464,516.5106,186.2987,60.1281,929.0291,505.6678,1302.6121,134.549,2247.4125,2430.2612,374.0759,842.7797,1021.1927,654.0168,4056.1853,14340.5619,1409.5614,3130.1134,2201.5771,1347.4618,859.5367,1772.9867,621.4884,4144.899,1655.9882,6157.2203,11367.1217,23.1641,64.5638,1023.1641,1229.7486,8718.0877,1866.7472,1301.1336,1669.2952,2317.8906,283.3908,29.5712,59.6353,43.3711,349.9261,514.5392,218.3342,2.9571,12.3213,207.4914,30.0641,2327.2548,2787.0872,1179.3987,336.1262,2767.8659,3502.2425,8.8517,1524.3963,1251.5328,2902.415,1396.2543,338.5904,14.7856,589.9458,658.2652,694.9236,7662.0059,3575.1602,334.6476,1746.6732,1931.9862,1933.4648,363.2331,387.3829,2.9571,42.3854,37.4569,6.9,3135.5347,872.3509,9177.9202,2763.9231,4182.8487,1622.4741,56.1853,167.0774,6493.3465,10675.7023,785.6974,5418.4327,348.9404,2173.4845,1748.6447,0.4929,2415.3228,69372.1045,31681.1237,11.8285,861.5081,4198.1272,68.9995,7964.8152,780.1873,1454.411,1266.141,4622.4741,2776.7373,178.9059,114.342,273.5338,469.1966,389.3544,673.238,1403.1543,9.3642,294.7265,236.5697,260.7196,4873.8295,530.3105,59.1424,89.2065,237.5554,363.726,1607.1957,2.9571,67.5209,3437.2055,327.7477,544.6033,0.4929,0.9857,31.5426,18.7284,15.2785,1202.5678,109.9064,1938.8862,8.3785,467.7181,9.8571,54.7068,20.207,1.9714,3.9428,138.4919,177.4273,112.8635,3.9428,72.4495,47.3139,7.3928,69.4924,4.4357,173.4845,61.1138,236.5697,345.4904,943.3218,236.5697,54.209,214.3913,8174.963,154.2632,208.9699,195.6629,22.6713,34.0069,327.2548,798.9157,824.5441,252.3411,252.3411,45.3425,228.2997,88.2208,41.8926,937.4076,236.0769,2894.0365,3226.7127,3.45,171.0202,16744.6476,21227.6984,19756.0375,6827.9941,5284.8694,4916.7077,440.1183,5898.965,3304.5835,2617.0527,451.4539,204.0414,987.1858,413.997,1639.724,250.3696,52.7353,153.7457,7.8857,82.7994,712.9128,324.2977,19.7141,753.0803,32.5283,119.2706,1.9714,61.6067,18.2356,20.6999,0.4929,159.1917,1884.6723,273.0409,3244.4554,1695.4165,722.0306,100.0493,1510.5964,214.8842,751.1089,3948.2504,297.6787,246.9197,43.864,5.9142,1091.1779,471.1681,1828.9798,286.8408,2022.07,1356.826,1891.5722,43.3711,1027.5998,119.2706,476.5895,3.45,187.7772,77.9892,2264.1695,105.9635,18.7284,58.1567,5.4214,23.1641,35.9783,15.2785,697.8955,42.3854,1770.3302,1600.2957,1035.9783,456.8753,940.8576,3206.5057,1706.3184,1026.1212,5236.5697,158.206,1055.6925,2304.5835,226.2198,120.7491,2006.4071,4194.1843,49028.5855,148.8418,1331.6905,533.7605,12097.585,1157.7132
TCGA.2Y.A9GT.01,0,4.4833,95.5122,742.4344,95.046,3.5866,281.5512,445.64,13.4499,104.0126,535.306,151.5355,77669.9484,1280.4304,214.1672,19514.7994,118.3591,772.9209,130.0157,6958.0811,478.8164,522.7527,509.3028,2210.2668,3541.8068,482.3313,348.8007,164.0888,805.2006,3013.6741,841.9637,23.3132,12576.5523,35.8843,3132.885,29.5718,25.1065,0,2185.1603,69.0428,24.2098,2315.158,2575.2074,642.0085,1930.5089,326.3842,761.2643,902.9366,2847.792,6571.6207,269.2132,699.3948,908.3165,39.7579,315.6243,278.8612,247.4781,2705.223,7395.6512,52.9029,499.4396,14086.5277,1128.8949,383.7705,1096.6151,1291.1903,26.8998,2130.464,782.7841,714.638,1508.182,631.2486,1296.5703,196.3685,1578.1215,1.7933,5007.8458,4847.3436,712.8447,235.8216,1466.039,10.7599,563.9991,348.8007,6108.9442,1028.469,76.2161,16585.5189,706.568,676.9783,909.2132,1686.6174,421.4302,899.8521,469.8498,249.2715,52.9029,1172.8312,277.9646,1778.0767,39.453,2518.7178,745.1244,438.4667,511.0962,624.972,906.5232,11561.5333,11905.8507,1526.1152,3981.1701,829.4104,2004.017,709.258,847.3974,980.946,4590.8989,1550.325,9264.2905,8938.794,29.5898,452.8133,657.2517,1105.5817,16170.3654,1244.5102,895.7633,2368.0789,2250.6165,216.095,28.6931,5.38,78.0094,451.9166,287.8278,201.7485,22.4165,51.1096,121.0491,19.7265,1992.3784,1501.0087,3584.8375,254.6514,6404.842,2985.8417,3.7032,1920.6456,1938.7402,2181.5736,1514.4586,502.1296,15.2432,724.5012,564.4833,267.2047,9066.1287,10459.5382,847.3436,1739.5203,3297.0186,375.7005,355.974,262.7214,12.5532,15.2432,32.2798,8.0699,1818.4264,385.5638,54013.0016,1664.2009,7587.5364,3828.738,11.6566,13.4499,16979.1527,16751.401,2111.6162,4990.8092,585.5189,2145.7072,574.759,0,3482.5106,51392.9612,26030.9348,60.9729,427.7068,2238.0632,0,8344.8823,624.0753,1967.2719,1622.9545,3899.5741,2556.3775,104.9092,228.6483,131.809,355.974,208.9218,669.805,2387.8054,58.2829,352.3874,283.3445,619.592,6906.9715,903.8332,34.0731,330.8675,122.8424,237.6149,900.2466,4.4833,27.7965,2094.0148,184.7119,364.0439,0,0.8967,2.69,28.6931,33.1764,10155.3015,206.2318,491.3696,21.5198,500.3362,20.6232,44.833,30.4864,22.4165,218.785,180.2286,503.0262,138.0856,8.9666,351.4907,57.3862,20.6232,130.9124,7.1733,195.4719,45.7297,522.7527,372.1139,1923.3356,161.3988,101.2419,216.9917,7489.8005,546.9626,109.3925,196.3685,41.2464,30.4864,177.5387,551.4459,539.7893,329.9709,34.9697,5312.7102,350.8272,223.2683,27.7965,1508.182,452.8133,2285.5862,3747.1419,8.0699,800.7173,12009.8005,69413.1361,38824.4788,56270.7913,7209.1459,14103.5642,1117.2383,15904.954,2804.7523,5102.8917,1324.3667,168.5721,86.976,325.4876,985.4293,297.6911,3.5866,283.5866,4.4833,23.3132,789.9574,137.189,21.5198,496.7496,520.9594,147.0522,4.4833,124.6357,40.3497,17.0365,6.2766,208.0251,2059.6279,130.9124,2197.7135,629.4553,622.282,363.1473,2654.1134,300.3811,621.3853,5572.7415,180.2286,340.7308,106.7025,11.6566,1878.5026,177.5387,2394.082,256.4447,1550.4685,4818.6505,2989.4642,20.6232,1138.7581,239.4082,490.473,4.4833,196.3685,178.8119,1422.1027,262.7214,29.5898,166.7787,13.4499,12.5532,201.7485,9.8633,365.8462,112.0825,1136.0681,2248.8231,843.757,234.0282,1712.6205,1560.1883,1799.2647,5834.5662,5406.8594,91.4593,1427.4826,2029.1414,695.8081,42.143,1119.9283,3503.2504,42007.6216,221.475,1321.6768,503.9229,64972.876,3369.6481
TCGA.2Y.A9GU.01,5.7222,5.1216,61.6679,1186.9807,280.2709,4.1707,47.546,200.1935,10.0097,335.3241,745.7209,5.839,9322.4951,1252.0436,2913.2828,243940.5425,71.736,721.5308,705.6822,6781.5555,35.868,393.7139,1567.3484,1738.3471,5917.3868,492.8097,461.2792,183.5107,747.3891,1388.8425,824.13,13.3462,9670.1812,54.2358,1747.4642,108.7968,3.3366,6.6731,245.2371,451.2696,13.3462,1268.7098,1005.9724,391.2115,1491.4417,648.9607,1318.7748,156.8183,25.0242,1444.7299,852.9996,599.7464,1568.1826,183.3189,623.9365,73.4043,133.4623,6518.8015,5387.7081,256.915,251.076,8188.7491,942.5778,897.5343,46.7118,861.6663,6.6731,2051.9836,1046.8453,845.8176,1807.5807,475.4596,1649.9283,1983.5841,110.9406,4.1707,1534.817,2589.1695,1414.7009,849.1542,1215.3415,5.0048,372.8604,339.8035,1777.5516,673.9849,6.6731,6432.051,1859.2973,905.0415,501.3179,273.5978,790.7644,750.0584,213.5398,123.4527,10.8438,677.3214,429.5819,855.8273,73.4043,2136.2317,0.8341,338.6607,664.8093,225.2177,358.6801,7669.9143,11052.3506,1276.2337,3707.7508,2291.3817,2172.9088,1988.589,981.7824,8.3414,4509.359,4735.4109,5959.0938,19283.5741,65.0629,30.8632,828.3007,2110.707,12973.3743,1135.5227,2027.7935,547.1956,2776.0168,406.226,10.8438,9.1755,3.3366,75.9067,153.4817,401.2212,2.5024,21.6876,36.7021,345.3338,2480.7314,2614.1937,919.2219,536.3518,10452.6042,14735.5694,0,641.4534,1764.0636,1176.1369,727.3698,157.6524,12.5121,643.9558,411.8148,53.3849,9343.7823,2618.3644,1051.8501,2611.6913,6501.2846,2603.3499,245.2371,214.3739,0.8341,6.6731,56.7215,1.6683,1342.1975,547.1956,25561.376,2419.8392,4633.6459,239.3981,417.904,1842.6145,10308.298,8927.7969,563.9952,137.633,224.3836,1487.271,3.3366,2.5024,2253.4617,33022.7553,31138.4338,241.9005,382.036,3656.0342,63.3946,12383.5291,975.1093,2299.7231,1610.7237,5629.6086,1845.1169,263.5881,129.2916,100.9309,247.7395,221.8812,399.5529,2766.0071,84.2481,226.0519,288.6123,348.6704,3255.3385,117.6137,26.6925,253.5785,90.9212,427.0795,1385.506,82.5798,22.5218,615.6118,288.6123,236.0615,0,24.1901,0,3.3366,8.3414,826.7325,70.9019,528.8445,0.8341,389.5432,9.1755,121.7844,3.3366,4.1707,2.5024,1232.8584,481.2986,10.0097,0.8341,316.1389,64.2288,5.0048,100.0968,5.0048,120.1161,30.029,211.8715,1108.5716,673.1507,6.6731,85.4326,118.4478,6588.8692,573.054,105.9357,40.0387,37.5363,88.4188,233.5591,992.6262,551.3663,105.1016,84.2481,328.651,282.3062,93.4236,85.9164,1894.3312,145.1403,1986.9207,5000.6673,0.8341,234.3932,50019.9359,64690.0337,20641.6202,10830.4695,8017.7505,6786.5603,627.273,20302.1254,4780.4544,3615.9955,673.9849,196.857,2706.7832,493.8107,2375.6298,229.3884,19.1852,349.6797,4.1707,11.678,515.4983,62.5605,158.4865,419.5723,21.6876,223.5494,0,21.6876,26.6925,19.1852,1.6683,63.3946,890.027,199.3594,2979.5469,1094.3912,1453.0713,287.7782,348.6704,222.7153,440.4257,6371.9929,431.2502,275.2661,105.1016,2.5024,2796.0362,52.5508,3930.4661,226.0519,3185.2207,6346.1346,3188.916,103.4333,1816.7562,95.9261,299.4561,11.678,189.3497,63.403,673.9849,245.2371,47.5043,170.9986,7.5073,28.3607,163.4914,32.5314,347.0104,53.3849,809.1155,2801.041,655.6338,487.1376,718.1943,3960.4951,3030.029,1411.3643,7107.7041,47.546,251.9102,2477.3948,311.9682,36.7021,784.0913,8329.7187,100306.1293,65.0629,883.3539,186.0131,96765.2064,255.2467
TCGA.2Y.A9GV.01,11.4975,5.423,104.467,878.1726,282.5719,1.692,355.3299,467.0051,8.4602,193.7394,576.9882,31.3029,84242.5212,1640.4399,403.7902,8755.4653,82.0643,827.4112,93.0626,7105.753,615.9052,613.3672,535.533,1935.7022,6087.1404,818.0964,455.1607,252.1151,814.6701,697.1235,893.401,42.3012,23068.5279,18.6125,2884.89,34.8816,12.6904,1.692,1128.5956,109.9831,38.9171,2131.9797,2686.1252,233.5025,933.1641,412.0135,974.6193,567.6819,1467.8511,7797.8003,1080.2876,393.401,906.0914,46.1168,322.335,415.3976,159.0525,3939.0863,6703.0457,137.9019,505.9222,7037.225,693.7394,264.8054,1601.5228,677.665,4.2301,2840.1015,1364.6362,1098.1387,2204.7377,697.1235,1159.0525,159.0525,360.4061,3.3841,2691.2014,2095.6007,810.4907,220.8122,1175.9729,7.6142,615.0592,468.9679,3758.8832,810.4907,80.3723,19357.022,1263.1134,1560.0677,857.868,1433.1641,829.9492,1493.2318,327.4112,164.1286,104.0609,914.5516,559.2217,880.7107,62.6058,3792.7242,229.2724,401.0152,718.2741,549.0694,447.5465,8458.5448,9379.8646,829.9492,4415.3976,1986.4636,2182.7411,678.511,996.6159,914.5516,4970.3892,4488.1557,4213.198,10378.9932,2.5381,148.0541,810.4907,925.0761,18313.0288,1783.4687,1161.5905,2307.1066,2452.6227,147.2081,14.3824,2.5381,16.9205,950.9306,153.1303,328.2572,27.0728,26.2267,219.9662,16.0745,2129.4416,3118.4433,1803.7225,262.2673,2526.2267,2861.819,1.692,3599.8308,3542.6227,3226.7343,2352.7919,756.3452,43.1472,418.7817,595.2792,319.797,8692.8934,2274.1117,606.599,2021.1506,2687.8173,1117.5973,357.022,131.9797,7.6142,14.3824,11.8443,2.5381,971.2352,630.2876,29403.5533,2153.1303,280.8799,2353.6379,8.4602,35.533,11050.7614,11585.4484,1431.6836,5336.7174,566.8359,2021.9966,807.1066,0.846,1990.3638,47159.8985,16627.7496,81.2183,420.4738,3458.5448,1.692,8861.379,672.5888,2098.9848,1497.4619,4471.2352,2111.6751,161.5905,98.1387,127.7496,289.3401,299.4924,325.7191,1372.2504,19.4585,163.2826,197.9695,478.8494,7768.7648,477.1574,35.533,395.9391,114.2132,247.8849,1122.6734,14.3824,35.533,1279.4078,191.2014,302.8765,0,1.692,1.692,22.8426,6.7682,3201.3452,107.445,814.7208,6.7682,487.3096,16.0745,72.758,62.6058,5.0761,39.7631,851.9459,1062.6058,73.6041,7.6142,747.8849,51.6074,9.3063,137.9019,2.5381,265.6514,67.6819,541.4552,715.736,1892.555,75.2961,185.3469,271.5736,6494.9239,352.7919,160.7445,192.8934,50.7614,18.6125,336.7174,543.1472,751.269,201.3536,99.8308,2966.1591,202.4112,245.3469,11.8443,825.7191,409.4755,2106.599,3437.3942,3.3841,195.4315,6357.8426,23560.0677,7313.0288,18013.5364,3699.6616,4720.8122,865.4822,12967.8511,2813.0288,5238.5787,1615.9052,318.1049,516.0745,463.621,1306.2606,357.868,3.3841,178.0118,16.9205,87.1404,678.3841,239.4247,33.8409,420.4738,705.5838,217.4281,0,35.533,17.7665,22.8426,1.692,223.3503,1622.6734,153.9763,3911.1675,823.181,672.5888,570.22,988.1557,358.714,263.9594,6164.1286,241.1083,285.11,55.8376,7.6142,1179.357,465.313,4180.203,242.8088,1425.203,3987.3096,2187.8173,7.6142,1173.4349,203.8917,608.291,105.7614,170.8968,81.0321,1401.0152,336.7174,55.1354,121.8274,10.9983,16.9205,158.2064,8.4602,392.5635,76.1421,1533.8409,1974.6193,882.4027,450.9306,1752.9611,1890.0169,3250.0677,6581.2183,5593.9086,46.5313,1494.9239,2872.2504,40.6091,17.7665,697.9695,2286.802,87558.3756,229.2724,799.4924,363.7902,39045.6853,1739.4247
TCGA.2Y.A9GW.01,3.9234,7.5709,99.4866,690.4215,68.9655,0.7663,126.4368,207.6628,6.1303,1142.5287,902.682,431.4176,73055.1034,1422.2222,269.6552,43812.9119,298.0843,621.4559,363.2184,3131.8008,48.2759,752.4904,853.6398,2033.7165,4757.0881,478.1533,584.6743,113.41,608.4291,360.1533,1295.7854,53.6398,7662.069,33.7165,1648.2605,39.2414,5.364,0,2251.341,95.0192,57.4713,1283.5249,1249.0421,524.9042,340.2299,150.9579,819.1571,457.4713,3238.3142,5981.6092,1011.5019,587.7395,1678.9272,144.9962,333.3333,53.6398,681.9923,4331.8008,7786.9732,323.3716,483.5249,3085.8238,341.7625,211.4943,609.9617,1528.7356,7.6628,1886.59,877.3946,1001.5326,1750.1916,1641.3793,1311.8774,239.0805,198.4674,1.5326,675.8621,1478.9272,691.1877,649.0421,1826.0536,0,544.8276,286.59,2288.1226,160.1533,14.5594,9452.1073,882.7586,2150.9579,474.3295,747.8927,530.2682,1115.7318,386.9732,386.2069,344.8276,988.5057,763.2184,1881.2261,314.9425,2093.4866,9.9617,996.9349,521.8391,486.59,813.7931,4350.1916,4942.5287,933.3333,1797.7011,1912.6437,664.3678,524.1379,1386.2069,308.8123,2209.1954,1367.0498,3232.9502,20518.7663,70.4981,180.0766,723.3716,900.5057,7602.2989,1365.0651,1626.8199,1226.0536,1642.1456,589.272,18.3908,20.6897,9.9617,316.4751,291.1877,736.3985,3.8314,19.9234,193.8697,184.6743,2431.4176,2573.1801,1291.1877,337.1648,2921.8391,3547.6552,29.7395,1577.0115,969.7854,3783.1418,2308.046,321.0728,24.5211,858.2375,445.0192,409.9617,3325.6705,1436.0153,497.318,1580.8429,2747.8851,1966.2835,668.9655,59.7701,3.8314,9.1954,30.6513,1.5326,665.9004,708.046,18101.1494,2426.0536,21958.6207,1648.2759,11.4943,1250.5747,9192.3372,9919.5402,220.3525,2002.2989,1154.7893,994.636,550.1916,1.5326,4185.4176,118888.8889,38944.0613,69.7318,533.3333,5793.1034,32.9502,9435.8391,1003.0651,2387.7395,1221.4559,4209.9617,2908.8123,160.1533,226.8199,136.3985,471.2644,216.8582,592.3372,1633.7165,13.7931,226.0536,132.567,451.341,2847.5096,272.7969,50.5747,131.8008,139.4636,100.3831,750.1916,2.2989,104.2146,3034.5824,218.3908,477.3946,0.7663,3.0651,19.1571,45.977,13.0268,1755.1418,259.0038,1065.9004,454.4061,435.249,22.9885,163.9847,76.6284,6.1303,0,1924.9042,1413.0268,176.2452,13.7931,634.4828,88.1226,42.1456,108.046,5.364,167.8161,152.4904,608.4291,226.0536,867.433,157.0881,96.9808,221.4559,8696.5517,273.5632,111.1111,221.4559,101.1494,45.977,595.4023,841.3793,708.8123,820.6897,218.3908,1396.1686,412.9732,246.7433,60.5364,1401.5326,438.3142,1121.8391,3506.5134,28.3525,312.6437,7506.4751,11785.4406,6681.2261,4518.0077,4288.1226,3400.7663,2923.3716,9453.6398,3466.6667,2862.069,786.2069,186.2069,403.0651,354.7893,988.5057,515.7088,15.3257,165.5019,12.2605,98.8506,669.7318,196.1686,75.0958,793.8697,48.2759,117.2414,0.7663,170.8812,69.7318,65.9004,5.364,192.3372,2064.3678,505.7471,2986.9732,905.7471,927.2031,180.8429,3420.6897,190.0383,855.9387,5959.387,300.3218,274.3295,49.0421,5.364,990.0383,570.1149,2344.0613,245.977,1433.8314,2036.0153,1489.6552,39.8467,1013.0268,448.2759,505.7471,9.1954,304.2146,129.6475,2095.7854,229.8851,22.4751,100.3831,6.8966,38.3142,34.4828,18.3908,250.5747,40.613,2059.0038,3527.2031,884.2912,669.7318,510.3448,1455.9387,1842.1992,5846.7433,3153.2567,154.023,739.4636,2731.8008,311.1111,55.1724,1008.4291,5333.3333,41141.7625,173.9464,744.8276,682.7586,14858.2375,2202.2989
