 Samples,WASH5P,OR4F5,MIR1977,LOC643837,LINC00115,FAM41C,FLJ39609,SAMD11,KLHL17,NOC2L,PLEKHN1,PERM1,HES4,ISG15,AGRN,C1orf159,MIR200B,MIR200A,MIR429,TTLL10,TNFRSF18,TNFRSF4,B3GALT6,SDF4,FAM132A,LOC100128842,UBE2J2,SCNN1D,ACAP3,PUSL1,CPSF3L,CPTP,TAS1R3,DVL1,MXRA8,AURKAIP1,CCNL2,LOC148413,MRPL20,LOC441869,TMEM88B,VWA1,ATAD3C,ATAD3B,ATAD3A,TMEM240,SSU72,MIB2,MMP23B,MMP23A,CDK11B,LOC728661,CDK11A,SLC35E2,NADK,GNB1,CALML6,TMEM52,CFAP74,GABRD,PRKCZ,C1orf86,LOC100128003,SKI,LOC100129534,MORN1,RER1,PEX10,PLCH2,PANK4,HES5,LOC115110,FAM213B,MMEL1,ACTRT2,LINC00982,PRDM16,ARHGEF16,MEGF6,MIR551A,TPRG1L,WRAP73,TP73,TP73-AS1,CCDC27,LOC388588,LRRC47,DFFB,CEP104,C1orf174,LOC100133612,LOC284661,AJAP1,NPHP4,KCNAB2,CHD5,RPL22,RNF207,ICMT,HES3,GPR153,ACOT7,HES2,ESPN,PLEKHG5,TNFRSF25,NOL9,TAS1R1,ZBTB48,KLHL21,PHF13,THAP3,DNAJC11,CAMTA1,VAMP3,PER3,UTS2,TNFRSF9,PARK7,ERRFI1,SLC45A1,RERE,ENO1,CA6,SLC2A7,SLC2A5,GPR157,MIR34A,H6PD,SPSB1,SLC25A33,TMEM201,PIK3CD,PIK3CD-AS1,CLSTN1,CTNNBIP1,LZIC,NMNAT1,RBP7,UBE4B,KIF1B,PGD,APITD1,CORT,DFFA,PEX14,CASZ1,C1orf127,TARDBP,MASP2,SRM,EXOSC10,ANGPTL7,MTOR,UBIAD1,PTCHD2,FBXO2,FBXO44,FBXO6,MAD2L2,DRAXIN,AGTRAP,CLCN6,MTHFR,NPPA,NPPB,KIAA2013,PLOD1,MFN2,MIIP,TNFRSF8,TNFRSF1B,VPS13D,SNORA59A,SNORA59B,DHRS3,AADACL4,AADACL3,C1orf158,PRAMEF12,PRAMEF11,HNRNPCL1,LOC649330,PRAMEF2,PRAMEF4,LOC440563,PRAMEF20,PDPN,PRDM2,KAZN,TMEM51-AS1,TMEM51,FHAD1,EFHD2,CTRC,CELA2A,CELA2B,CASP9,DNAJC16,AGMAT,DDI2,RSC1A1,PLEKHM2,SLC25A34,TMEM82,FBLIM1,UQCRHL,FLJ37453,SPEN,ZBTB17,C1orf64,HSPB7,CLCNKA,CLCNKB,FAM131C,EPHA2,ARHGEF19,RSG1,FBXO42,SZRD1,NECAP2,CROCCP3,NBPF1,CROCCP2,MST1P2,ESPNP,MST1L,CROCC,MFAP2,ATP13A2,SDHB,PADI2,PADI1,PADI3,PADI4,PADI6,RCC2,ARHGEF10L,IGSF21,KLHDC7A,PAX7,TAS1R2,ALDH4A1,IFFO2,UBR4,EMC1,MRTO4,AKR7L,AKR7A3,AKR7A2,PQLC2,CAPZB,MINOS1,NBL1,HTR6,TMCO4,RNF186,OTUD3,PLA2G2E,PLA2G2A,PLA2G5,PLA2G2D,PLA2G2F,PLA2G2C,UBXN10,VWA5B1,CAMK2N1,MUL1,FAM43B,CDA,PINK1,DDOST,KIF17,SH2D5,HP1BP3,EIF4G3,ECE1,NBPF3,ALPL,RAP1GAP,USP48,LDLRAD2,HSPG2,CELA3B,LINC00339,CDC42,WNT4,ZBTB40,EPHA8,C1QA,C1QC,C1QB,EPHB2,KDM1A,LUZP1,HTR1D,HNRNPR,ZNF436-AS1,ZNF436,TCEA3,ASAP3,E2F2,ID3,MDS2,RPL11,TCEB3,PITHD1,LYPLA2,GALE,HMGCL,FUCA1,CNR2,PNRC2,SRSF10,MYOM3,IL22RA1,IFNLR1,LOC284632,GRHL3,STPG1,NIPAL3,RCAN3,NCMAP,SRRM1,CLIC4,RUNX3,SYF2,RSRP1,RHD,TMEM50A,RHCE,TMEM57,LDLRAP1,MAN1C1,SEPN1,MTFR1L,LOC646471,AUNIP,PAQR7,STMN1,PAFAH2,EXTL1,SLC30A2,TRIM63,PDIK1L,FAM110D,ZNF593,CNKSR1,CATSPER4,CEP85,SH3BGRL3,UBXN11,CD52,AIM1L,ZNF683,LIN28A,DHDDS,HMGN2,RPS6KA1,MIR1976,ARID1A,PIGV,ZDHHC18,SFN,GPN2
TCGA.2V.A95S.01,0.075356352,0.50416683,0.178843347,0.02151721,0.02151721,0.669834307,0.657594524,0.071574058,0.511575944,0.307979072,0.471375555,0.486675819,0.064755717,0.101117529,0.037944949,0.356639831,0.497905994,0.593836059,0.548714613,0.511886822,0.354079238,0.534109969,0.501090593,0.501090593,0.130553096,0.919375467,0.514810789,0.502927822,0.037499484,0.037499484,0.115805205,0.115805205,0.641858775,0.020743297,0.476256264,0.272374276,0.04481611,0.04481611,0.205084088,0.816818363,0.744775208,0.176584578,0.598958297,0.021486391,0.050893197,0.760500403,0.245766225,0.027934021,0.352794191,0.495256157,0.437478289,0.029282701,0.324459948,0.045760693,0.040661812,0.092244939,0.646605959,0.409736837,0.441725518,0.511427307,0.508150429,0.386929947,0.338512734,0.025763177,0.620851638,0.284238188,0.158008145,0.155086998,0.498743422,0.140351044,0.154850017,0.378513442,0.038270125,0.425956421,0.407209888,0.393658654,0.393658654,0.201235677,0.431843013,0.553219386,0.047634305,0.305184491,0.428947225,0.408643591,0.704747901,0.22961782,0.049490558,0.22301322,0.22301322,0.059147263,0.059147263,0.679573182,0.39109058,0.272886659,0.190441807,0.300373095,0.32665901,0.128273883,0.337723249,0.236023202,0.202009119,0.279304169,0.473742832,0.117127504,0.367094991,0.635543994,0.277809705,0.267431023,0.143715711,0.079697395,0.062188395,0.085551076,0.342493549,0.049053848,0.334331762,0.095767736,0.831636035,0.263650725,0.039186485,0.315731087,0.804741594,0.034619999,0.04121793,0.681700484,0.70613935,0.76668371,0.04983228,0.755888335,0.037027634,0.171127534,0.087837044,0.293418543,0.348568568,0.467045214,0.31513371,0.031712494,0.043732593,0.043732593,0.410206733,0.196864351,0.055686676,0.027419899,0.376148488,0.887030289,0.10769067,0.298235191,0.197067732,0.716556205,0.047145708,0.468226646,0.039396777,0.04746942,0.924231473,0.312579908,0.083078892,0.300001284,0.496186572,0.496186572,0.031553689,0.199408036,0.306843162,0.288543011,0.076484491,0.076484491,0.680271794,0.304578397,0.179403586,0.192643982,0.220412938,0.236811164,0.329682004,0.440681558,0.833073133,0.857286496,0.857286496,0.038321616,0.821223181,0.841094541,0.496246368,0.694061357,0.322396662,0.549474551,0.549474551,0.849992639,0.70122627,0.470768441,0.54313297,0.16066203,0.327906007,0.340240288,0.203538335,0.203538335,0.333773942,0.045433439,0.784536002,0.88314824,0.743623699,0.058289964,0.031226134,0.646172586,0.464874635,0.900845029,0.344125849,0.596672679,0.228311649,0.482533125,0.870939885,0.033200515,0.033200515,0.332485846,0.617923846,0.626645176,0.517848054,0.521282326,0.467263025,0.396625162,0.244682274,0.31643436,0.054121508,0.201273825,0.312106294,0.824143861,0.128997974,0.837391,0.104719954,0.636624778,0.4691079,0.598947531,0.62831751,0.090597462,0.430132654,0.29467888,0.470185356,0.475185987,0.303635667,0.426924622,0.035870083,0.366670354,0.42102277,0.512810239,0.233822175,0.746934429,0.249829437,0.161070134,0.027081668,0.122511458,0.122511458,0.160658712,0.135347027,0.101450317,0.101450317,0.093364406,0.170126635,0.376210688,0.408742509,0.037180529,0.524323378,0.140565126,0.529293045,0.534789702,0.602324764,0.908416241,0.706266771,0.863205005,0.324576678,0.424875808,0.117449738,0.127115056,0.373342914,0.42156833,0.15380114,0.090975952,0.560256564,0.195837814,0.05741305,0.124691999,0.327925037,0.356143875,0.173201738,0.06664666,0.032863373,0.484398248,0.305141786,0.760382096,0.043788679,0.455144879,0.026305073,0.805719832,0.348960419,0.550453577,0.174107914,0.565740176,0.024332986,0.145317256,0.273869909,0.733620421,0.031973124,0.199132642,0.199132642,0.072459035,0.232506487,0.055185331,0.534069431,0.627659811,0.101975853,0.043026681,0.026156741,0.198083974,0.130201759,0.413205007,0.236641751,0.412985731,0.029235098,0.335133414,0.351856059,0.622161787,0.128618118,0.03895507,0.334368226,0.940216329,0.071458541,0.135263958,0.236064201,0.094641228,0.11799736,0.568430551,0.049924456,0.03477119,0.658292293,0.050078299,0.717086613,0.112727641,0.29116187,0.085885387,0.119505523,0.138828728,0.125696126,0.028702544,0.59358254,0.248434274,0.042238874,0.804119828,0.269779802,0.66206566,0.053860896,0.634179314,0.273018596,0.793498228,0.659581596,0.124486232,0.536718938,0.182915907,0.469651146,0.735220988,0.730673544,0.189001293,0.245878781,0.255190286,0.619571511,0.679101893,0.158484428,0.072743683,0.105820084,0.464348348,0.390987907
TCGA.2Y.A9GS.01,0.142524449,0.281328683,0.109081714,0.028071558,0.028071558,0.444324261,0.374682569,0.113359711,0.539223146,0.345739261,0.504691161,0.310634577,0.082226677,0.061575113,0.051231456,0.311305001,0.360317031,0.423698641,0.383820198,0.358306465,0.308072374,0.467607195,0.514549644,0.514549644,0.238344556,0.925925074,0.458683776,0.414911359,0.041625922,0.041625922,0.098326527,0.098326527,0.623800168,0.024553031,0.366681976,0.297610744,0.047799169,0.047799169,0.212065177,0.656748504,0.640590554,0.591261539,0.300430463,0.036354203,0.052981376,0.77136874,0.254736981,0.026035302,0.371725573,0.410852823,0.415210349,0.03497474,0.36176697,0.046537598,0.053713721,0.203862188,0.367124463,0.387707993,0.284206111,0.350165838,0.503830755,0.309403259,0.288486131,0.025826267,0.423005628,0.205131557,0.123428781,0.167948714,0.510465391,0.166971887,0.161669722,0.739981391,0.047123987,0.311710406,0.285293843,0.102060102,0.102060102,0.211945326,0.265373459,0.434280209,0.045163187,0.286559875,0.326634267,0.429242337,0.591177194,0.225596985,0.048030467,0.231349511,0.231349511,0.064515043,0.064515043,0.406793392,0.06853778,0.074919793,0.15295737,0.233517522,0.311199689,0.144842039,0.410440653,0.130202255,0.239093025,0.277544725,0.288371675,0.143984967,0.301084179,0.629942913,0.272127147,0.24119963,0.088219771,0.053431117,0.075010233,0.120811751,0.355294533,0.052564955,0.364433533,0.085421067,0.348840516,0.146018834,0.036015358,0.242240646,0.591222525,0.035924422,0.047149582,0.357553623,0.432383023,0.275615083,0.061474753,0.7218256,0.029545408,0.119920535,0.126172964,0.248405752,0.157141571,0.198246975,0.165287932,0.037294049,0.043019618,0.043019618,0.2024243,0.131759372,0.047076091,0.033687916,0.399817925,0.913312004,0.139328784,0.367410044,0.124753642,0.631335257,0.042947572,0.306104826,0.034145426,0.04826441,0.939938182,0.314025495,0.078379375,0.029943891,0.403422986,0.403422986,0.074690523,0.100306758,0.139541342,0.195128863,0.054702737,0.054702737,0.72458184,0.134315293,0.133601312,0.221063407,0.170892502,0.211237254,0.221436194,0.467363945,0.836040343,0.875518004,0.875518004,0.047667973,0.590390168,0.328353679,0.251054535,0.308243415,0.400165556,0.524896753,0.524896753,0.767511731,0.899836586,0.446559546,0.408407003,0.092860268,0.1732596,0.210227105,0.086258788,0.086258788,0.179401948,0.057590189,0.494195512,0.442030308,0.406500823,0.055361444,0.034584611,0.659062512,0.477496879,0.910818496,0.320615654,0.539491051,0.177199941,0.504489505,0.600750278,0.040874342,0.040874342,0.343817945,0.303875009,0.455183224,0.336123379,0.37274831,0.438954714,0.49375206,0.143039407,0.331227266,0.048152502,0.201952057,0.348803314,0.838853171,0.101668148,0.812025046,0.092815975,0.484648281,0.467026191,0.450248936,0.140315021,0.071254406,0.450591373,0.260011564,0.495927254,0.388933182,0.220274301,0.236239112,0.04660226,0.318093955,0.224156314,0.293573788,0.076845358,0.623592161,0.212367924,0.21293733,0.026458914,0.135238293,0.135238293,0.149429891,0.101936198,0.091771953,0.091771953,0.088939542,0.169476742,0.232613163,0.341637086,0.02827439,0.38869708,0.148616493,0.289543805,0.308109993,0.220579695,0.429038295,0.296833618,0.733543342,0.364506549,0.283004719,0.124973012,0.05767502,0.165126775,0.380146978,0.182176242,0.070914309,0.214479961,0.146103478,0.094162019,0.13030161,0.343168312,0.206964323,0.173512088,0.09313079,0.031604359,0.444025291,0.311848438,0.789277118,0.05048121,0.487713895,0.026808042,0.848765044,0.146986062,0.148580921,0.113675143,0.222230367,0.03880463,0.147572078,0.312034122,0.411332924,0.041534867,0.194039768,0.194039768,0.080099802,0.277765896,0.045855219,0.317905578,0.26906411,0.080694281,0.044119365,0.026949332,0.180637539,0.125156206,0.740818862,0.105139781,0.419415234,0.056629369,0.591351989,0.352288125,0.566473399,0.148147886,0.042400375,0.417711947,0.946712152,0.129854354,0.132836672,0.122952634,0.117825971,0.117537052,0.276311039,0.063600198,0.043814138,0.401493198,0.034338939,0.508670816,0.117093878,0.305420125,0.1088623,0.123360361,0.118733121,0.129602741,0.034210541,0.344138493,0.155549926,0.041533806,0.532072708,0.157268715,0.556118243,0.046462011,0.304465747,0.210802302,0.63681614,0.399728754,0.13209145,0.594645911,0.215496763,0.581647228,0.625029174,0.539639333,0.15923166,0.251513719,0.176990933,0.649157399,0.794110841,0.166562415,0.183687194,0.101456553,0.427910702,0.40029665
TCGA.2Y.A9GT.01,0.148143164,0.328761178,0.124974208,0.048338041,0.048338041,0.617520271,0.547684231,0.116592281,0.573145885,0.38182534,0.568236056,0.367689642,0.182524854,0.067712401,0.128998962,0.369535216,0.574913929,0.629257027,0.522920074,0.556780482,0.488246059,0.573664092,0.52252045,0.52252045,0.287991208,0.949557224,0.51302892,0.524855308,0.042112593,0.042112593,0.119509195,0.119509195,0.805355575,0.025021719,0.577561374,0.315579745,0.047300763,0.047300763,0.21850477,0.681290563,0.710557739,0.561032285,0.444002002,0.027760042,0.051607994,0.778952497,0.271413727,0.029296042,0.562663037,0.651034196,0.519418723,0.035272184,0.406496286,0.043406128,0.055352589,0.076222263,0.543946437,0.488885587,0.458167019,0.279228997,0.554620298,0.392043397,0.384408971,0.022839922,0.748044408,0.331888025,0.175829382,0.206488132,0.563094091,0.163066229,0.212365702,0.65870613,0.030129033,0.438595168,0.432841044,0.402654614,0.402654614,0.224164218,0.34178795,0.571250877,0.056933769,0.323272396,0.490703531,0.406475455,0.716857278,0.240647321,0.044131673,0.259167595,0.259167595,0.071657637,0.071657637,0.560955339,0.391591706,0.184903643,0.22510732,0.260781333,0.346903294,0.204960588,0.423763499,0.277217784,0.219053128,0.307780613,0.423555099,0.155780428,0.361514736,0.684679647,0.290724578,0.265929642,0.114958499,0.064951443,0.101124217,0.31348061,0.372391831,0.052865021,0.400241664,0.106012479,0.78647928,0.222462772,0.038059058,0.322985743,0.86683904,0.03806555,0.042346352,0.536979433,0.637662817,0.453146401,0.055104548,0.791958531,0.024015433,0.199631475,0.15617578,0.372149469,0.279131531,0.41529647,0.237856957,0.036541035,0.041807606,0.041807606,0.373854707,0.233682705,0.060862154,0.035859986,0.502367612,0.931319578,0.104801871,0.306557525,0.268194076,0.635581324,0.04260579,0.437242039,0.032065743,0.060190606,0.94833168,0.325734596,0.12998549,0.184106498,0.475694796,0.475694796,0.044054029,0.164440978,0.246420878,0.304080299,0.075476074,0.075476074,0.773992592,0.203806709,0.274402714,0.258375193,0.218944352,0.241395798,0.260216522,0.454859514,0.878918869,0.905536798,0.905536798,0.043819702,0.764361939,0.421495433,0.220852045,0.447643382,0.339390207,0.51133857,0.51133857,0.701906951,0.92489868,0.458561105,0.435196249,0.120844028,0.349860922,0.361010321,0.18653563,0.18653563,0.315907524,0.103255547,0.469424191,0.592128961,0.648671162,0.04764999,0.030661116,0.698097386,0.47896677,0.920258405,0.367585124,0.620170001,0.253320097,0.370017846,0.915286774,0.04012123,0.04012123,0.336266876,0.45833619,0.59536645,0.43976567,0.484880727,0.555742121,0.549538788,0.281583115,0.342549662,0.07658346,0.30342508,0.326816109,0.854891001,0.115972033,0.844122962,0.081658432,0.695352535,0.482305606,0.629596096,0.58194852,0.12443508,0.454925414,0.169662662,0.478365828,0.471565631,0.323432788,0.351274801,0.046703554,0.343744033,0.347196282,0.486263918,0.08491267,0.602781498,0.21897459,0.180800232,0.026151811,0.138574668,0.138574668,0.1314902,0.133328228,0.110903867,0.110903867,0.121019729,0.178221885,0.407019359,0.433043167,0.022560276,0.495521965,0.11390107,0.400195459,0.486014113,0.433877127,0.782739284,0.417662999,0.898612259,0.420982037,0.397790228,0.125087738,0.060841868,0.317780429,0.467800645,0.174635273,0.125819607,0.624502201,0.201890406,0.081644673,0.129401863,0.351990345,0.237453249,0.349167613,0.115445666,0.032300416,0.458740013,0.321573244,0.887336423,0.064403901,0.500667636,0.034193698,0.858752397,0.388066243,0.331653543,0.178364013,0.345736763,0.02905041,0.098604829,0.319714781,0.521359365,0.042682285,0.195167335,0.195167335,0.090847534,0.286510263,0.039673381,0.475946768,0.325242085,0.111650229,0.046799351,0.027634998,0.20667951,0.164512089,0.765863567,0.378285102,0.414078362,0.045067971,0.552072845,0.382647594,0.503508179,0.207072972,0.107173709,0.376289205,0.949741367,0.125839244,0.108751787,0.242699164,0.139006416,0.115988571,0.4579161,0.062941233,0.032504077,0.566891617,0.030528831,0.652974329,0.114690091,0.334742595,0.122904519,0.249877831,0.139521496,0.127996149,0.028483514,0.387965599,0.185621596,0.055235537,0.474051648,0.192108482,0.515782509,0.054978986,0.41471438,0.223716652,0.585183975,0.553585832,0.132456758,0.592111517,0.204885242,0.47811278,0.527848274,0.761752876,0.260675783,0.318932771,0.329677884,0.735955509,0.823755185,0.170697296,0.069341529,0.108117993,0.654301959,0.425057193
TCGA.2Y.A9GU.01,0.136426546,0.581469948,0.182158533,0.025081745,0.025081745,0.734789516,0.799185354,0.069609048,0.556190005,0.391713408,0.540329872,0.600575057,0.059229146,0.06328431,0.079367262,0.390266502,0.795900116,0.713355482,0.692552847,0.713720463,0.316224453,0.540108421,0.461905025,0.461905025,0.137993338,0.914526241,0.451204525,0.328332455,0.035819314,0.035819314,0.080301991,0.080301991,0.414665585,0.023522447,0.574618211,0.221804143,0.040658632,0.040658632,0.206954744,0.874937285,0.866212586,0.707009252,0.762072179,0.029124786,0.053674486,0.662341678,0.241999897,0.027950168,0.106035397,0.343987894,0.41245401,0.034577028,0.278507024,0.052193044,0.04694229,0.102329835,0.56528292,0.478167917,0.604374539,0.756955949,0.448296048,0.368983126,0.41038984,0.024419365,0.750189903,0.279102231,0.102444354,0.17599421,0.760120605,0.211085836,0.159276819,0.838654178,0.032532607,0.712686853,0.724266075,0.074222995,0.074222995,0.206152855,0.486497964,0.850910916,0.085355846,0.340835516,0.421342716,0.343030077,0.862150232,0.234217827,0.03911123,0.207781966,0.207781966,0.053386889,0.053386889,0.909860643,0.364291256,0.148167736,0.059509032,0.054544265,0.351017436,0.037660845,0.406497991,0.312090799,0.165635267,0.305885879,0.58782782,0.035147547,0.403651729,0.730259918,0.227638503,0.22637097,0.138193787,0.043679638,0.088278802,0.04807879,0.357251359,0.041433049,0.382615644,0.071909939,0.868192474,0.344331636,0.036720124,0.17367596,0.780726437,0.044562976,0.043363728,0.84828768,0.837329237,0.26052169,0.060881847,0.749146859,0.027074918,0.105670101,0.109336773,0.375738251,0.647597867,0.880337856,0.151385485,0.042458285,0.03816423,0.03816423,0.181708925,0.100685197,0.051976054,0.039393867,0.348255914,0.877663925,0.124233475,0.385165017,0.065050938,0.823010955,0.044191032,0.223146121,0.037458051,0.03225425,0.926347552,0.298352308,0.05540246,0.030024022,0.338883204,0.338883204,0.034655607,0.192828839,0.294883965,0.187419622,0.060176341,0.060176341,0.558042798,0.110744122,0.16901491,0.288739187,0.151600878,0.090166965,0.24415448,0.525017859,0.845468494,0.860113448,0.860113448,0.041311485,0.916776242,0.921026451,0.160377187,0.854771799,0.499931035,0.690874093,0.690874093,0.92683808,0.890129037,0.914076398,0.64164628,0.250202717,0.370536209,0.453545038,0.135379425,0.135379425,0.356605559,0.046387503,0.852014914,0.922384368,0.863573512,0.05326574,0.033649124,0.663464018,0.472911109,0.906359414,0.34771092,0.42258041,0.226955463,0.227000543,0.929606767,0.035843964,0.035843964,0.337299879,0.280978206,0.724864329,0.469567833,0.558109395,0.389471954,0.540725648,0.440815445,0.338167054,0.035754086,0.197703003,0.316790819,0.820188692,0.106559198,0.838633611,0.061795051,0.807505921,0.371460176,0.503390307,0.038788972,0.050593084,0.474550563,0.339509507,0.894688449,0.533941791,0.589484304,0.63766224,0.041664778,0.380514592,0.611868693,0.609421795,0.631612338,0.862708153,0.214125097,0.173494576,0.025864422,0.134134918,0.134134918,0.06233643,0.06318899,0.062743122,0.062743122,0.081270905,0.149439868,0.177316742,0.21397336,0.024834599,0.361617581,0.117069019,0.526391228,0.557429007,0.740050463,0.941889529,0.846969521,0.920629366,0.477071065,0.734162147,0.371937474,0.03116901,0.656401683,0.656770584,0.173318688,0.067740024,0.220838444,0.090275537,0.080370829,0.125786393,0.348440521,0.242938538,0.194644162,0.033000759,0.032697022,0.730579527,0.318471603,0.892784143,0.039781301,0.488872994,0.029093955,0.749066445,0.182112406,0.825341065,0.19913929,0.77468017,0.033978994,0.066431833,0.329054407,0.819606392,0.035245708,0.163751451,0.163751451,0.061208453,0.317612668,0.043985566,0.436858341,0.7708458,0.064476442,0.039894277,0.02921745,0.169446461,0.092599982,0.437394742,0.099005381,0.708565494,0.048009547,0.563123109,0.13718077,0.603310595,0.278495641,0.097642873,0.199366543,0.956814906,0.1174757,0.230800046,0.505636865,0.183471433,0.117858158,0.71994656,0.056961605,0.033076124,0.864541377,0.03365543,0.844233825,0.11512659,0.349136178,0.186348759,0.081067366,0.110066166,0.128843274,0.028467221,0.596997477,0.103270115,0.057213707,0.936289296,0.394241337,0.714948959,0.045922352,0.790988746,0.270715123,0.872354597,0.673281748,0.125423585,0.492062619,0.332628089,0.839316428,0.867881368,0.803284673,0.18211883,0.079579528,0.092494603,0.743124173,0.800255259,0.228531229,0.145001038,0.078447704,0.765505184,0.396537262
TCGA.2Y.A9GV.01,0.139534308,0.439552082,0.165016475,0.034369732,0.034369732,0.640253341,0.514293154,0.106618607,0.537364512,0.361085107,0.488203013,0.351984939,0.077502363,0.052438263,0.046297499,0.343094305,0.497672029,0.550446518,0.469872591,0.425592711,0.36649151,0.482050879,0.510474693,0.510474693,0.139065988,0.921645217,0.470330563,0.450137018,0.039217811,0.039217811,0.110603997,0.110603997,0.618755209,0.023377035,0.498039862,0.275254922,0.050080171,0.050080171,0.221065805,0.7817477,0.765135752,0.421116152,0.410244006,0.031124639,0.053399227,0.703895493,0.258964616,0.028605629,0.215915733,0.419937963,0.480190033,0.041247439,0.387742932,0.043943956,0.050810931,0.077949916,0.444300746,0.425659707,0.425107222,0.309356738,0.51671124,0.326536902,0.29273777,0.025142474,0.685576714,0.290470913,0.142306238,0.210191321,0.502337186,0.113064812,0.140357496,0.408529485,0.038322383,0.396857363,0.416134272,0.166943485,0.166943485,0.21130154,0.356708288,0.533765088,0.078843792,0.217638052,0.385320358,0.4130024,0.639262775,0.244603769,0.043378907,0.224916315,0.224916315,0.065060114,0.065060114,0.550175031,0.072264251,0.068779695,0.1217126,0.097625486,0.293108301,0.108909936,0.440653263,0.318077346,0.15913313,0.271639578,0.212225842,0.04850467,0.31538039,0.644453326,0.261263552,0.233031181,0.092147096,0.054901689,0.08112781,0.072525835,0.354408823,0.051792168,0.412007001,0.092882935,0.641048962,0.328146011,0.032579804,0.291384786,0.797545384,0.034715206,0.048657564,0.706785777,0.670509076,0.438554685,0.069251262,0.731106013,0.025746824,0.149639556,0.089462223,0.303243536,0.332911497,0.441982232,0.235030648,0.033385642,0.040551769,0.040551769,0.310731817,0.190021077,0.060478771,0.033788778,0.407928624,0.860321391,0.115728143,0.33443869,0.122634885,0.724560378,0.042078238,0.352926446,0.036161924,0.045627528,0.579359219,0.216178793,0.071636745,0.056381084,0.323411297,0.323411297,0.039011835,0.085820012,0.117492153,0.203153941,0.066415917,0.066415917,0.67107429,0.138484558,0.179892395,0.134958826,0.204598235,0.217008308,0.240196371,0.446126603,0.82798705,0.880892714,0.880892714,0.046130206,0.865463914,0.413980066,0.216947692,0.458517983,0.340235178,0.552034364,0.552034364,0.763259136,0.812862808,0.456881235,0.534480251,0.122618977,0.319329669,0.312013159,0.113003384,0.113003384,0.297820471,0.040239443,0.845579171,0.858336583,0.750565793,0.052692579,0.03285472,0.682343974,0.468606543,0.90214796,0.320454425,0.431202734,0.230036109,0.428563246,0.738997377,0.041211975,0.041211975,0.339636776,0.348515313,0.673094626,0.591641764,0.48800445,0.346074079,0.559944457,0.258832372,0.329353913,0.048469756,0.233730453,0.287854052,0.851836868,0.103416998,0.84237173,0.104330954,0.634871313,0.441970663,0.369911837,0.141499803,0.083748064,0.454853465,0.243173596,0.516191947,0.497806293,0.354924294,0.280523434,0.053257488,0.268289983,0.277661916,0.321225908,0.085751121,0.73359751,0.178086346,0.272659051,0.027098334,0.13340797,0.13340797,0.10158153,0.098714299,0.097077322,0.097077322,0.090815073,0.164105129,0.252020294,0.211239426,0.026690664,0.433733882,0.121606649,0.388555881,0.544060664,0.387393759,0.72703884,0.412174535,0.884857152,0.285386807,0.360689909,0.110695051,0.044247993,0.276970804,0.358419968,0.176687331,0.083581753,0.366456186,0.152896558,0.088698634,0.131234787,0.320202843,0.178701488,0.154154691,0.04554442,0.031993193,0.558398112,0.304444285,0.788629658,0.055237629,0.493297149,0.028998042,0.83038025,0.280917824,0.291910731,0.121756338,0.3599237,0.03064358,0.151384391,0.185511076,0.625789182,0.03829017,0.189811358,0.189811358,0.092321322,0.260895624,0.04925641,0.354522742,0.30611406,0.090350257,0.049525849,0.029274879,0.197668428,0.119532215,0.741477909,0.146706968,0.491815791,0.061741316,0.40587863,0.32491143,0.497445432,0.140231147,0.043883154,0.399699407,0.949612527,0.090491641,0.153537394,0.160856934,0.116278748,0.114939767,0.416935025,0.108944418,0.03548014,0.694861693,0.027934727,0.71974517,0.11843604,0.298397298,0.061179187,0.086301375,0.128041957,0.125009032,0.033309359,0.330778947,0.19746332,0.043627097,0.891108569,0.126796821,0.482695857,0.050402375,0.425050669,0.226903739,0.754287635,0.583731623,0.12631042,0.577943963,0.14294242,0.405818195,0.525885362,0.525349187,0.114822146,0.214803094,0.256314972,0.664629804,0.791559974,0.166191101,0.059164512,0.0976322,0.490346201,0.387330141
